comp,season,date,match,market,selection,line,price,model_prob,market_prob,ev,result,profit,confidence,odds_source,passed_filter
brasileirao,2023,2023-08-20,Corinthians @ Cruzeiro,1X2,draw,,3.41,0.3172,0.2933,3.68,win,2.41,0.334,market_avg,True
brasileirao,2023,2023-08-20,Corinthians @ Cruzeiro,1X2,corinthians,,4.9,0.2126,0.2041,1.88,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-08-20,Atletico-MG @ Vasco,1X2,vasco,,2.67,0.2457,0.3745,-15.48,win,1.67,0.34,market_avg,False
brasileirao,2023,2023-08-20,Atletico-MG @ Vasco,1X2,draw,,3.01,0.313,0.3322,-2.61,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-20,Atletico-MG @ Vasco,1X2,atletico mg,,2.85,0.4414,0.3509,11.6,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-08-20,Bragantino @ Bahia,1X2,bahia,,2.39,0.2766,0.4184,-15.25,win,1.3900000000000001,0.34,market_avg,False
brasileirao,2023,2023-08-20,Bragantino @ Bahia,1X2,draw,,3.26,0.3053,0.3067,-0.21,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-20,Bragantino @ Bahia,1X2,bragantino,,2.99,0.4181,0.3344,11.26,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-08-20,Flamengo RJ @ Coritiba,1X2,coritiba,,3.73,0.2612,0.2681,-1.16,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-20,Flamengo RJ @ Coritiba,1X2,draw,,3.44,0.2461,0.2907,-6.91,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-20,Flamengo RJ @ Coritiba,1X2,flamengo rj,,1.99,0.4928,0.5025,-0.87,win,0.99,0.34,market_avg,False
brasileirao,2023,2023-08-20,Gremio @ Santos,1X2,santos,,2.56,0.3148,0.3906,-8.74,win,1.56,0.34,market_avg,False
brasileirao,2023,2023-08-20,Gremio @ Santos,1X2,draw,,3.13,0.2628,0.3195,-7.98,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-20,Gremio @ Santos,1X2,gremio,,2.85,0.4224,0.3509,9.18,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-08-22,Athletico-PR @ Goias,1X2,goias,,2.85,0.3185,0.3509,-4.16,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-22,Athletico-PR @ Goias,1X2,draw,,3.02,0.285,0.3311,-6.27,win,2.02,0.34,market_avg,False
brasileirao,2023,2023-08-22,Athletico-PR @ Goias,1X2,athletico pr,,2.64,0.3966,0.3788,2.11,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-26,Internacional @ Flamengo RJ,1X2,flamengo rj,,1.46,0.6132,0.6849,-4.71,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-26,Internacional @ Flamengo RJ,1X2,draw,,4.29,0.2323,0.2331,-0.15,win,3.29,0.34,market_avg,False
brasileirao,2023,2023-08-26,Internacional @ Flamengo RJ,1X2,internacional,,7.24,0.1544,0.1381,5.3,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-27,Goias @ Corinthians,1X2,corinthians,,2.0,0.5256,0.5,2.3,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-27,Goias @ Corinthians,1X2,draw,,3.13,0.2762,0.3195,-6.1,win,2.13,0.34,market_avg,False
brasileirao,2023,2023-08-27,Goias @ Corinthians,1X2,goias,,4.23,0.1981,0.2364,-7.29,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-27,Cuiaba @ Bragantino,1X2,bragantino,,1.69,0.5279,0.5917,-4.85,win,0.69,0.34,market_avg,False
brasileirao,2023,2023-08-27,Cuiaba @ Bragantino,1X2,draw,,3.53,0.2755,0.2833,-1.23,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-27,Cuiaba @ Bragantino,1X2,cuiaba,,5.55,0.1965,0.1802,4.09,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-27,Sao Paulo @ America MG,1X2,america mg,,2.62,0.2516,0.3817,-15.34,win,1.62,0.34,market_avg,False
brasileirao,2023,2023-08-27,Sao Paulo @ America MG,1X2,draw,,3.23,0.2654,0.3096,-6.42,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-27,Sao Paulo @ America MG,1X2,sao paulo,,2.73,0.483,0.3663,14.34,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-08-27,Santos @ Atletico-MG,1X2,atletico mg,,1.57,0.5885,0.6369,-3.42,win,0.5700000000000001,0.34,market_avg,False
brasileirao,2023,2023-08-27,Santos @ Atletico-MG,1X2,draw,,3.67,0.2562,0.2725,-2.69,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-27,Santos @ Atletico-MG,1X2,santos,,6.81,0.1553,0.1468,2.59,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-27,Bahia @ Botafogo RJ,1X2,botafogo rj,,1.88,0.723,0.5319,16.17,win,0.8799999999999999,0.34,market_avg,False
brasileirao,2023,2023-08-27,Bahia @ Botafogo RJ,1X2,draw,,3.5,0.1996,0.2857,-13.57,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-27,Bahia @ Botafogo RJ,1X2,bahia,,4.2,0.0774,0.2381,-30.37,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-27,Fluminense @ Athletico-PR,1X2,athletico pr,,1.77,0.4397,0.565,-9.98,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-27,Fluminense @ Athletico-PR,1X2,draw,,3.56,0.279,0.2809,-0.3,win,2.56,0.34,market_avg,False
brasileirao,2023,2023-08-27,Fluminense @ Athletico-PR,1X2,fluminense,,4.73,0.2813,0.2114,14.88,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-08-27,Coritiba @ Fortaleza,1X2,fortaleza,,1.5,0.6427,0.6667,-1.62,win,0.5,0.34,market_avg,False
brasileirao,2023,2023-08-27,Coritiba @ Fortaleza,1X2,draw,,4.11,0.2259,0.2433,-3.22,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-27,Coritiba @ Fortaleza,1X2,coritiba,,6.88,0.1313,0.1453,-4.35,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-27,Vasco @ Palmeiras,1X2,palmeiras,,1.36,0.7682,0.7353,2.02,win,0.3600000000000001,0.34,market_avg,False
brasileirao,2023,2023-08-27,Vasco @ Palmeiras,1X2,draw,,4.8,0.1635,0.2083,-9.69,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-27,Vasco @ Palmeiras,1X2,vasco,,9.05,0.0683,0.1105,-17.2,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-08-27,Cruzeiro @ Gremio,1X2,gremio,,2.0,0.4417,0.5,-5.25,win,1.0,0.334,market_avg,False
brasileirao,2023,2023-08-27,Cruzeiro @ Gremio,1X2,draw,,3.37,0.2976,0.2967,0.13,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-08-27,Cruzeiro @ Gremio,1X2,cruzeiro,,3.86,0.2607,0.2591,0.28,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-09-02,Atletico-MG @ Athletico-PR,1X2,athletico pr,,2.36,0.4403,0.4237,1.76,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-02,Atletico-MG @ Athletico-PR,1X2,draw,,3.06,0.2986,0.3268,-3.89,win,2.06,0.34,market_avg,False
brasileirao,2023,2023-09-02,Atletico-MG @ Athletico-PR,1X2,atletico mg,,3.28,0.2612,0.3049,-6.45,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-02,Internacional @ Goias,1X2,goias,,2.77,0.4321,0.361,8.86,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-09-02,Internacional @ Goias,1X2,draw,,2.9,0.3197,0.3448,-3.28,win,1.9,0.34,market_avg,False
brasileirao,2023,2023-09-02,Internacional @ Goias,1X2,internacional,,2.86,0.2482,0.3497,-13.06,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-03,Flamengo RJ @ Botafogo RJ,1X2,botafogo rj,,2.45,0.7033,0.4082,32.54,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-03,Flamengo RJ @ Botafogo RJ,1X2,draw,,3.18,0.1997,0.3145,-16.42,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-03,Flamengo RJ @ Botafogo RJ,1X2,flamengo rj,,2.99,0.097,0.3344,-31.95,win,1.9900000000000002,0.34,market_avg,False
brasileirao,2023,2023-09-03,Cuiaba @ Gremio,1X2,gremio,,1.66,0.5842,0.6024,-1.36,win,0.6599999999999999,0.334,market_avg,False
brasileirao,2023,2023-09-03,Cuiaba @ Gremio,1X2,draw,,3.66,0.2414,0.2732,-5.24,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-09-03,Cuiaba @ Gremio,1X2,cuiaba,,5.58,0.1743,0.1792,-1.23,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-09-03,Palmeiras @ Corinthians,1X2,corinthians,,4.66,0.2763,0.2146,12.94,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-09-03,Palmeiras @ Corinthians,1X2,draw,,3.14,0.2969,0.3185,-3.05,win,2.14,0.34,market_avg,False
brasileirao,2023,2023-09-03,Palmeiras @ Corinthians,1X2,palmeiras,,1.9,0.4268,0.5263,-8.51,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-03,Fortaleza @ Fluminense,1X2,fluminense,,1.89,0.4785,0.5291,-4.3,win,0.8899999999999999,0.34,market_avg,False
brasileirao,2023,2023-09-03,Fortaleza @ Fluminense,1X2,draw,,3.42,0.2906,0.2924,-0.27,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-03,Fortaleza @ Fluminense,1X2,fortaleza,,4.23,0.2309,0.2364,-1.05,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-03,Santos @ America MG,1X2,america mg,,2.16,0.4537,0.463,-0.9,win,1.1600000000000001,0.34,market_avg,False
brasileirao,2023,2023-09-03,Santos @ America MG,1X2,draw,,3.16,0.2507,0.3165,-9.35,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-03,Santos @ America MG,1X2,santos,,3.56,0.2956,0.2809,2.36,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-03,Vasco @ Bahia,1X2,bahia,,2.06,0.5517,0.4854,6.15,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-09-03,Vasco @ Bahia,1X2,draw,,3.26,0.2711,0.3067,-5.23,win,2.26,0.34,market_avg,False
brasileirao,2023,2023-09-03,Vasco @ Bahia,1X2,vasco,,3.73,0.1771,0.2681,-15.27,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-03,Bragantino @ Cruzeiro,1X2,cruzeiro,,2.41,0.3734,0.4149,-4.51,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-09-03,Bragantino @ Cruzeiro,1X2,draw,,3.08,0.3275,0.3247,0.39,win,2.08,0.334,market_avg,False
brasileirao,2023,2023-09-03,Bragantino @ Cruzeiro,1X2,bragantino,,3.13,0.2991,0.3195,-2.87,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-09-14,Athletico-PR @ Flamengo RJ,1X2,flamengo rj,,1.77,0.5281,0.565,-2.93,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-14,Athletico-PR @ Flamengo RJ,1X2,draw,,3.59,0.2396,0.2786,-6.3,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-14,Athletico-PR @ Flamengo RJ,1X2,athletico pr,,4.74,0.2323,0.211,4.55,win,3.74,0.34,market_avg,True
brasileirao,2023,2023-09-14,Sao Paulo @ Internacional,1X2,internacional,,2.52,0.3302,0.3968,-7.56,win,1.52,0.34,market_avg,False
brasileirao,2023,2023-09-14,Sao Paulo @ Internacional,1X2,draw,,3.01,0.3435,0.3322,1.53,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-14,Sao Paulo @ Internacional,1X2,sao paulo,,3.06,0.3263,0.3268,-0.07,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-14,Corinthians @ Fortaleza,1X2,fortaleza,,1.58,0.4924,0.6329,-9.99,win,0.5800000000000001,0.34,market_avg,False
brasileirao,2023,2023-09-14,Corinthians @ Fortaleza,1X2,draw,,3.76,0.3036,0.266,6.37,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-09-14,Corinthians @ Fortaleza,1X2,corinthians,,6.33,0.204,0.158,13.11,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-09-14,Cruzeiro @ Santos,1X2,santos,,2.38,0.3308,0.4202,-9.57,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-09-14,Cruzeiro @ Santos,1X2,draw,,3.02,0.3262,0.3311,-0.67,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-09-14,Cruzeiro @ Santos,1X2,cruzeiro,,3.3,0.343,0.303,5.94,win,2.3,0.334,market_avg,True
brasileirao,2023,2023-09-15,Bahia @ Coritiba,1X2,coritiba,,2.53,0.375,0.3953,-2.3,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-09-15,Bahia @ Coritiba,1X2,draw,,3.18,0.2758,0.3145,-5.53,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-09-15,Bahia @ Coritiba,1X2,bahia,,2.89,0.3492,0.346,0.41,win,1.8900000000000001,0.334,market_avg,False
brasileirao,2023,2023-09-15,Gremio @ Bragantino,1X2,bragantino,,1.72,0.4793,0.5814,-7.9,win,0.72,0.34,market_avg,False
brasileirao,2023,2023-09-15,Gremio @ Bragantino,1X2,draw,,3.8,0.2692,0.2632,1.03,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-15,Gremio @ Bragantino,1X2,gremio,,4.77,0.2515,0.2096,8.98,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-09-16,America MG @ Cuiaba,1X2,cuiaba,,1.88,0.5674,0.5319,3.0,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-09-16,America MG @ Cuiaba,1X2,draw,,3.35,0.2403,0.2985,-8.77,win,2.35,0.34,market_avg,False
brasileirao,2023,2023-09-16,America MG @ Cuiaba,1X2,america mg,,4.43,0.1923,0.2257,-6.67,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-16,Goias @ Palmeiras,1X2,palmeiras,,1.27,0.7133,0.7874,-4.23,win,0.27,0.34,market_avg,False
brasileirao,2023,2023-09-16,Goias @ Palmeiras,1X2,draw,,5.47,0.1993,0.1828,4.06,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-16,Goias @ Palmeiras,1X2,goias,,11.7,0.0874,0.0855,1.0,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-16,Fluminense @ Vasco,1X2,vasco,,3.38,0.2445,0.2959,-7.81,win,2.38,0.34,market_avg,False
brasileirao,2023,2023-09-16,Fluminense @ Vasco,1X2,draw,,3.09,0.2972,0.3236,-3.67,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-16,Fluminense @ Vasco,1X2,fluminense,,2.29,0.4583,0.4367,2.23,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-17,Botafogo RJ @ Atletico-MG,1X2,atletico mg,,2.23,0.2539,0.4484,-19.52,win,1.23,0.34,market_avg,False
brasileirao,2023,2023-09-17,Botafogo RJ @ Atletico-MG,1X2,draw,,3.14,0.3407,0.3185,3.15,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-09-17,Botafogo RJ @ Atletico-MG,1X2,botafogo rj,,3.46,0.4053,0.289,18.11,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-09-19,Santos @ Bahia,1X2,bahia,,1.67,0.5924,0.5988,-0.48,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-19,Santos @ Bahia,1X2,draw,,3.65,0.2377,0.274,-5.95,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-19,Santos @ Bahia,1X2,santos,,5.39,0.1699,0.1855,-3.8,win,4.39,0.34,market_avg,False
brasileirao,2023,2023-09-19,Gremio @ Corinthians,1X2,corinthians,,2.48,0.3939,0.4032,-1.04,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-19,Gremio @ Corinthians,1X2,draw,,3.09,0.2861,0.3236,-5.22,win,2.09,0.34,market_avg,False
brasileirao,2023,2023-09-19,Gremio @ Corinthians,1X2,gremio,,3.01,0.32,0.3322,-1.65,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-20,Bragantino @ America MG,1X2,america mg,,2.92,0.2522,0.3425,-11.86,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-20,Bragantino @ America MG,1X2,draw,,3.39,0.2578,0.295,-5.67,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-20,Bragantino @ America MG,1X2,bragantino,,2.39,0.49,0.4184,7.7,win,1.3900000000000001,0.34,market_avg,True
brasileirao,2023,2023-09-20,Flamengo RJ @ Goias,1X2,goias,,2.92,0.329,0.3425,-1.77,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-20,Flamengo RJ @ Goias,1X2,draw,,3.1,0.2851,0.3226,-5.23,win,2.1,0.34,market_avg,False
brasileirao,2023,2023-09-20,Flamengo RJ @ Goias,1X2,flamengo rj,,2.55,0.3859,0.3922,-0.71,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-21,Cruzeiro @ Fluminense,1X2,fluminense,,1.84,0.4565,0.5435,-7.2,win,0.8400000000000001,0.334,market_avg,False
brasileirao,2023,2023-09-21,Cruzeiro @ Fluminense,1X2,draw,,3.44,0.3073,0.2907,2.57,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-09-21,Cruzeiro @ Fluminense,1X2,cruzeiro,,4.48,0.2362,0.2232,2.63,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-09-21,Fortaleza @ Sao Paulo,1X2,sao paulo,,2.37,0.4164,0.4219,-0.59,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-21,Fortaleza @ Sao Paulo,1X2,draw,,3.17,0.3163,0.3155,0.12,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-21,Fortaleza @ Sao Paulo,1X2,fortaleza,,3.13,0.2673,0.3195,-7.35,win,2.13,0.34,market_avg,False
brasileirao,2023,2023-09-21,Coritiba @ Vasco,1X2,vasco,,1.58,0.5225,0.6329,-7.85,win,0.5800000000000001,0.334,market_avg,False
brasileirao,2023,2023-09-21,Coritiba @ Vasco,1X2,draw,,3.82,0.2511,0.2618,-1.84,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-09-21,Coritiba @ Vasco,1X2,coritiba,,6.2,0.2264,0.1613,18.16,lose,-1.0,0.334,market_avg,True
brasileirao,2023,2023-09-21,Internacional @ Athletico-PR,1X2,athletico pr,,1.66,0.5747,0.6024,-2.07,win,0.6599999999999999,0.34,market_avg,False
brasileirao,2023,2023-09-21,Internacional @ Athletico-PR,1X2,draw,,3.64,0.2642,0.2747,-1.72,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-21,Internacional @ Athletico-PR,1X2,internacional,,5.6,0.1611,0.1786,-4.4,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-22,Palmeiras @ Gremio,1X2,gremio,,3.03,0.2502,0.33,-10.89,win,2.03,0.34,market_avg,False
brasileirao,2023,2023-09-22,Palmeiras @ Gremio,1X2,draw,,3.26,0.2861,0.3067,-3.02,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-22,Palmeiras @ Gremio,1X2,palmeiras,,2.39,0.4637,0.4184,4.87,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-09-23,Botafogo RJ @ Corinthians,1X2,corinthians,,2.83,0.2109,0.3534,-18.14,win,1.83,0.34,market_avg,False
brasileirao,2023,2023-09-23,Botafogo RJ @ Corinthians,1X2,draw,,2.97,0.295,0.3367,-5.57,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-23,Botafogo RJ @ Corinthians,1X2,botafogo rj,,2.74,0.494,0.365,15.92,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-09-24,Cuiaba @ Atletico-MG,1X2,atletico mg,,1.58,0.553,0.6329,-5.68,win,0.5800000000000001,0.34,market_avg,False
brasileirao,2023,2023-09-24,Cuiaba @ Atletico-MG,1X2,draw,,3.54,0.2875,0.2825,0.8,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-24,Cuiaba @ Atletico-MG,1X2,cuiaba,,6.97,0.1595,0.1435,5.03,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-26,Vasco @ America MG,1X2,america mg,,2.78,0.4182,0.3597,7.32,lose,-1.0,0.334,market_avg,True
brasileirao,2023,2023-09-26,Vasco @ America MG,1X2,draw,,3.25,0.2548,0.3077,-7.74,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-09-26,Vasco @ America MG,1X2,vasco,,2.55,0.327,0.3922,-7.48,win,1.5499999999999998,0.334,market_avg,False
brasileirao,2023,2023-09-27,Coritiba @ Sao Paulo,1X2,sao paulo,,1.45,0.6838,0.6897,-0.38,win,0.44999999999999996,0.34,market_avg,False
brasileirao,2023,2023-09-27,Coritiba @ Sao Paulo,1X2,draw,,4.37,0.1955,0.2288,-6.56,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-27,Coritiba @ Sao Paulo,1X2,coritiba,,7.27,0.1208,0.1376,-5.49,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-30,Bahia @ Flamengo RJ,1X2,flamengo rj,,1.53,0.5793,0.6536,-5.12,win,0.53,0.34,market_avg,False
brasileirao,2023,2023-09-30,Bahia @ Flamengo RJ,1X2,draw,,4.2,0.2328,0.2381,-1.0,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-30,Bahia @ Flamengo RJ,1X2,bahia,,6.19,0.1879,0.1616,7.34,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-09-30,Gremio @ Fortaleza,1X2,fortaleza,,2.57,0.4736,0.3891,9.77,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-09-30,Gremio @ Fortaleza,1X2,draw,,3.22,0.2711,0.3106,-5.72,win,2.22,0.34,market_avg,False
brasileirao,2023,2023-09-30,Gremio @ Fortaleza,1X2,gremio,,2.8,0.2553,0.3571,-12.83,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-30,Fluminense @ Cuiaba,1X2,cuiaba,,2.26,0.3342,0.4425,-11.02,win,1.2599999999999998,0.34,market_avg,False
brasileirao,2023,2023-09-30,Fluminense @ Cuiaba,1X2,draw,,3.07,0.3014,0.3257,-3.36,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-09-30,Fluminense @ Cuiaba,1X2,fluminense,,3.49,0.3644,0.2865,12.23,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-09-30,Corinthians @ Sao Paulo,1X2,sao paulo,,1.52,0.4593,0.6579,-13.58,win,0.52,0.34,market_avg,False
brasileirao,2023,2023-09-30,Corinthians @ Sao Paulo,1X2,draw,,3.82,0.2968,0.2618,6.02,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-09-30,Corinthians @ Sao Paulo,1X2,corinthians,,7.48,0.2439,0.1337,37.1,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-10-01,Atletico-MG @ Internacional,1X2,internacional,,3.57,0.2871,0.2801,1.12,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-10-01,Atletico-MG @ Internacional,1X2,draw,,3.01,0.3614,0.3322,3.95,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-10-01,Atletico-MG @ Internacional,1X2,atletico mg,,2.26,0.3515,0.4425,-9.25,win,1.2599999999999998,0.34,market_avg,False
brasileirao,2023,2023-10-01,Athletico-PR @ Coritiba,1X2,coritiba,,3.49,0.2393,0.2865,-7.42,win,2.49,0.34,market_avg,False
brasileirao,2023,2023-10-01,Athletico-PR @ Coritiba,1X2,draw,,3.21,0.2361,0.3115,-10.89,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-10-01,Athletico-PR @ Coritiba,1X2,athletico pr,,2.18,0.5246,0.4587,6.46,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-10-01,America MG @ Cruzeiro,1X2,cruzeiro,,1.69,0.6361,0.5917,3.38,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-10-01,America MG @ Cruzeiro,1X2,draw,,3.78,0.2325,0.2646,-5.45,win,2.78,0.334,market_avg,False
brasileirao,2023,2023-10-01,America MG @ Cruzeiro,1X2,america mg,,4.99,0.1314,0.2004,-15.49,lose,-1.0,0.334,market_avg,False
brasileirao,2023,2023-10-01,Vasco @ Santos,1X2,santos,,2.53,0.4088,0.3953,1.54,win,1.5299999999999998,0.34,market_avg,False
brasileirao,2023,2023-10-01,Vasco @ Santos,1X2,draw,,3.09,0.2806,0.3236,-5.98,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-10-01,Vasco @ Santos,1X2,vasco,,2.96,0.3106,0.3378,-3.63,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-10-01,Palmeiras @ Bragantino,1X2,bragantino,,1.73,0.3747,0.578,-15.83,win,0.73,0.34,market_avg,False
brasileirao,2023,2023-10-01,Palmeiras @ Bragantino,1X2,draw,,3.76,0.3207,0.266,9.26,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-10-01,Palmeiras @ Bragantino,1X2,palmeiras,,4.73,0.3046,0.2114,19.83,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-10-03,Goias @ Botafogo RJ,1X2,botafogo rj,,1.63,0.7255,0.6135,8.22,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-10-03,Goias @ Botafogo RJ,1X2,draw,,3.66,0.2045,0.2732,-11.32,win,2.66,0.34,market_avg,False
brasileirao,2023,2023-10-03,Goias @ Botafogo RJ,1X2,goias,,5.94,0.07,0.1684,-26.28,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-10-07,Bahia @ Goias,1X2,goias,,2.41,0.4105,0.4149,-0.48,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-10-07,Bahia @ Goias,1X2,draw,,3.12,0.3076,0.3205,-1.81,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-10-07,Bahia @ Goias,1X2,bahia,,3.12,0.2819,0.3205,-5.42,win,2.12,0.34,market_avg,False
brasileirao,2023,2023-10-07,Sao Paulo @ Vasco,1X2,vasco,,2.57,0.3557,0.3891,-3.86,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-10-07,Sao Paulo @ Vasco,1X2,draw,,3.09,0.2905,0.3236,-4.6,win,2.09,0.34,market_avg,False
brasileirao,2023,2023-10-07,Sao Paulo @ Vasco,1X2,sao paulo,,2.9,0.3538,0.3448,1.17,lose,-1.0,0.34,market_avg,False
brasileirao,2023,2023-10-08,Flamengo RJ @ Corinthians,1X2,corinthians,,3.43,0.405,0.2915,17.52,lose,-1.0,0.34,market_avg,True
brasileirao,2023,2023-10-08,Flamengo RJ @ Corinthians,1X2,draw,,3.09,0.2786,0.3236,-6.26,win,2.09,0.34,market_avg,False
brasileirao,2023,2023-10-08,Flamengo RJ @ Corinthians,1X2,flamengo rj,,2.26,0.3164,0.4425,-12.83,lose,-1.0,0.34,market_avg,False
