comp,season,date,match,market,selection,line,price,model_prob,market_prob,ev,result,profit,confidence,odds_source
bundesliga,2022,2023-03-18,Wolfsburg @ Stuttgart,TOTAL,over,2.5,1.99,0.5424,0.5025,3.58,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-03-19,Ein Frankfurt @ Union Berlin,1X2,union berlin,,2.38,0.4658,0.4202,4.89,win,1.38,0.364,pinnacle
bundesliga,2022,2023-03-19,Ein Frankfurt @ Union Berlin,TOTAL,over,2.5,2.36,0.5338,0.4237,11.69,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-03-19,Freiburg @ Mainz,1X2,freiburg,,4.03,0.2686,0.2481,3.71,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-03-19,Freiburg @ Mainz,TOTAL,over,2.5,2.01,0.5514,0.4975,4.87,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-03-31,Bochum @ Ein Frankfurt,TOTAL,over,2.5,1.72,0.7064,0.5814,9.67,lose,-1.0,0.334,pinnacle
bundesliga,2022,2023-04-01,Hertha @ Freiburg,1X2,freiburg,,1.88,0.6352,0.5319,8.73,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-01,Hertha @ Freiburg,TOTAL,over,2.5,1.98,0.5832,0.5051,6.96,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-01,Leverkusen @ Schalke 04,1X2,schalke 04,,4.4,0.2679,0.2273,8.05,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-01,Stuttgart @ Union Berlin,TOTAL,over,2.5,2.43,0.4963,0.4115,9.27,win,1.4300000000000002,0.364,pinnacle
bundesliga,2022,2023-04-01,Augsburg @ Wolfsburg,TOTAL,over,2.5,1.74,0.6151,0.5747,3.16,win,0.74,0.364,pinnacle
bundesliga,2022,2023-04-02,M'gladbach @ FC Koln,1X2,borussia m gladbach,,3.38,0.3398,0.2959,6.68,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-02,Hoffenheim @ Werder Bremen,1X2,werder bremen,,2.18,0.5276,0.4587,6.76,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-02,Hoffenheim @ Werder Bremen,TOTAL,over,2.5,1.79,0.6512,0.5587,7.45,win,0.79,0.364,pinnacle
bundesliga,2022,2023-04-08,Union Berlin @ Dortmund,1X2,union berlin,,5.33,0.2468,0.1876,14.21,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-08,Bayern Munich @ Freiburg,1X2,freiburg,,6.49,0.2507,0.1541,28.2,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-08,Bayern Munich @ Freiburg,1X2,draw,,4.91,0.2285,0.2037,5.48,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-08,Ein Frankfurt @ Leverkusen,1X2,eintracht frankfurt,,4.08,0.2877,0.2451,7.82,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-08,Ein Frankfurt @ Leverkusen,TOTAL,over,2.5,1.68,0.6545,0.5952,4.48,win,0.6799999999999999,0.364,pinnacle
bundesliga,2022,2023-04-08,Werder Bremen @ Mainz,TOTAL,over,2.5,1.74,0.6598,0.5747,6.66,win,0.74,0.364,pinnacle
bundesliga,2022,2023-04-08,RB Leipzig @ Hertha,1X2,hertha berlin,,5.48,0.2603,0.1825,19.19,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-09,Stuttgart @ Bochum,1X2,bochum,,3.25,0.4007,0.3077,13.6,lose,-1.0,0.334,pinnacle
bundesliga,2022,2023-04-09,Schalke 04 @ Hoffenheim,1X2,hoffenheim,,1.95,0.5912,0.5128,6.88,win,0.95,0.364,pinnacle
bundesliga,2022,2023-04-14,Hertha @ Schalke 04,1X2,hertha berlin,,3.26,0.3447,0.3067,5.57,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-15,Mainz @ FC Koln,TOTAL,over,2.5,2.06,0.5548,0.4854,6.43,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-15,Dortmund @ Stuttgart,1X2,borussia dortmund,,2.41,0.5132,0.4149,10.66,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-15,M'gladbach @ Ein Frankfurt,1X2,eintracht frankfurt,,1.95,0.561,0.5128,4.23,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-15,M'gladbach @ Ein Frankfurt,TOTAL,over,2.5,1.67,0.6442,0.5988,3.41,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-16,Freiburg @ Werder Bremen,1X2,werder bremen,,2.8,0.4002,0.3571,5.43,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-16,Freiburg @ Werder Bremen,TOTAL,over,2.5,1.93,0.5809,0.5181,5.45,win,0.9299999999999999,0.364,pinnacle
bundesliga,2022,2023-04-16,Leverkusen @ Wolfsburg,1X2,wolfsburg,,2.86,0.4978,0.3497,19.07,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-16,Leverkusen @ Wolfsburg,TOTAL,over,2.5,1.74,0.6252,0.5747,3.95,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-22,Wolfsburg @ Bochum,1X2,wolfsburg,,2.23,0.5145,0.4484,6.63,win,1.23,0.334,pinnacle
bundesliga,2022,2023-04-22,Wolfsburg @ Bochum,TOTAL,over,2.5,1.91,0.5655,0.5236,3.61,win,0.9099999999999999,0.334,pinnacle
bundesliga,2022,2023-04-22,Werder Bremen @ Hertha,1X2,werder bremen,,3.17,0.3487,0.3155,4.74,win,2.17,0.364,pinnacle
bundesliga,2022,2023-04-22,Werder Bremen @ Hertha,TOTAL,over,2.5,1.96,0.633,0.5102,10.83,win,0.96,0.364,pinnacle
bundesliga,2022,2023-04-22,FC Koln @ Hoffenheim,1X2,hoffenheim,,2.35,0.4751,0.4255,5.24,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-22,Bayern Munich @ Mainz,1X2,mainz 05,,6.26,0.2611,0.1597,28.55,win,5.26,0.364,pinnacle
bundesliga,2022,2023-04-23,Schalke 04 @ Freiburg,1X2,freiburg,,1.84,0.6465,0.5435,8.53,win,0.8400000000000001,0.364,pinnacle
bundesliga,2022,2023-04-23,Schalke 04 @ Freiburg,TOTAL,over,2.5,2.11,0.5074,0.4739,3.18,win,1.1099999999999999,0.364,pinnacle
bundesliga,2022,2023-04-23,RB Leipzig @ Leverkusen,1X2,bayer leverkusen,,2.72,0.4223,0.3676,6.69,win,1.7200000000000002,0.364,pinnacle
bundesliga,2022,2023-04-23,RB Leipzig @ Leverkusen,TOTAL,over,2.5,1.79,0.6074,0.5587,3.93,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-23,Union Berlin @ M'gladbach,1X2,union berlin,,3.02,0.3676,0.3311,4.95,win,2.02,0.364,pinnacle
bundesliga,2022,2023-04-29,Freiburg @ FC Koln,1X2,freiburg,,3.0,0.3613,0.3333,3.78,win,2.0,0.364,pinnacle
bundesliga,2022,2023-04-29,Freiburg @ FC Koln,TOTAL,over,2.5,2.15,0.5086,0.4651,4.21,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-29,M'gladbach @ Stuttgart,1X2,draw,,4.25,0.2593,0.2353,4.59,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-29,M'gladbach @ Stuttgart,1X2,borussia m gladbach,,4.82,0.344,0.2075,29.61,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-29,Werder Bremen @ Schalke 04,1X2,werder bremen,,2.8,0.4245,0.3571,8.49,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-04-30,Mainz @ Wolfsburg,1X2,wolfsburg,,2.28,0.51,0.4386,7.33,win,1.2799999999999998,0.364,pinnacle
bundesliga,2022,2023-04-30,Mainz @ Wolfsburg,TOTAL,over,2.5,1.88,0.5733,0.5319,3.5,win,0.8799999999999999,0.364,pinnacle
bundesliga,2022,2023-05-06,Stuttgart @ Hertha,1X2,hertha berlin,,3.02,0.4102,0.3311,10.75,win,2.02,0.364,pinnacle
bundesliga,2022,2023-05-07,Wolfsburg @ Dortmund,1X2,draw,,5.16,0.2247,0.1938,7.17,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-05-07,Wolfsburg @ Dortmund,1X2,wolfsburg,,5.36,0.2403,0.1866,12.97,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-05-12,Hertha @ FC Koln,1X2,cologne,,1.93,0.5821,0.5181,5.56,win,0.9299999999999999,0.364,pinnacle
bundesliga,2022,2023-05-12,Hertha @ FC Koln,TOTAL,over,2.5,1.85,0.5858,0.5405,3.77,win,0.8500000000000001,0.364,pinnacle
bundesliga,2022,2023-05-13,Augsburg @ Bochum,1X2,augsburg,,3.11,0.3723,0.3215,7.1,lose,-1.0,0.334,pinnacle
bundesliga,2022,2023-05-13,Hoffenheim @ Wolfsburg,1X2,wolfsburg,,1.98,0.6138,0.5051,9.69,win,0.98,0.364,pinnacle
bundesliga,2022,2023-05-14,Leverkusen @ Stuttgart,1X2,bayer leverkusen,,2.74,0.4039,0.365,4.8,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-05-20,Bochum @ Hertha,1X2,hertha berlin,,2.45,0.5426,0.4082,14.82,lose,-1.0,0.334,pinnacle
bundesliga,2022,2023-05-20,Bochum @ Hertha,TOTAL,over,2.5,1.71,0.6248,0.5848,3.08,lose,-1.0,0.334,pinnacle
bundesliga,2022,2023-05-20,Union Berlin @ Hoffenheim,1X2,union berlin,,3.35,0.3954,0.2985,14.61,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-05-20,Ein Frankfurt @ Schalke 04,1X2,eintracht frankfurt,,2.48,0.4765,0.4032,8.18,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-05-20,FC Koln @ Werder Bremen,1X2,werder bremen,,2.52,0.4693,0.3968,8.22,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-05-20,FC Koln @ Werder Bremen,TOTAL,over,2.5,1.68,0.6409,0.5952,3.45,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-05-21,Dortmund @ Augsburg,1X2,augsburg,,6.4,0.2373,0.1562,23.35,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-05-21,Dortmund @ Augsburg,1X2,draw,,5.62,0.217,0.1779,9.89,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-05-21,M'gladbach @ Leverkusen,1X2,draw,,6.15,0.2176,0.1626,15.21,win,5.15,0.364,pinnacle
bundesliga,2022,2023-05-27,Leverkusen @ Bochum,1X2,bochum,,4.48,0.2526,0.2232,5.93,win,3.4800000000000004,0.334,pinnacle
bundesliga,2022,2023-05-27,Leverkusen @ Bochum,1X2,draw,,4.62,0.2383,0.2165,4.54,lose,-1.0,0.334,pinnacle
bundesliga,2022,2023-05-27,Bayern Munich @ FC Koln,1X2,cologne,,5.94,0.2213,0.1684,14.16,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-05-27,Bayern Munich @ FC Koln,1X2,draw,,5.44,0.2172,0.1838,8.16,lose,-1.0,0.364,pinnacle
bundesliga,2022,2023-05-27,Augsburg @ M'gladbach,1X2,borussia m gladbach,,1.98,0.5715,0.5051,5.92,win,0.98,0.364,pinnacle
bundesliga,2022,2023-05-27,Hoffenheim @ Stuttgart,1X2,draw,,4.85,0.2498,0.2062,9.51,win,3.8499999999999996,0.364,pinnacle
bundesliga,2022,2023-05-27,Hoffenheim @ Stuttgart,1X2,hoffenheim,,5.77,0.2834,0.1733,28.59,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-09-09,Troyes @ Lens,1X2,troyes,,5.93,0.2445,0.1686,20.24,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-09-09,Troyes @ Lens,TOTAL,over,2.5,1.62,0.7349,0.6173,8.58,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-09-10,Lille @ Marseille,TOTAL,over,2.5,1.83,0.5904,0.5464,3.62,win,0.8300000000000001,0.364,pinnacle
ligue1,2022,2022-09-11,Nantes @ Lorient,1X2,nantes,,3.14,0.3512,0.3185,4.62,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-09-11,Reims @ Toulouse,1X2,reims,,2.95,0.4375,0.339,13.08,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-09-11,Reims @ Toulouse,TOTAL,over,2.5,1.88,0.6491,0.5319,9.91,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-09-11,Auxerre @ Rennes,1X2,draw,,5.0,0.2656,0.2,14.77,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-09-11,Auxerre @ Rennes,TOTAL,under,2.5,2.37,0.4887,0.4219,7.12,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-09-11,Lyon @ Monaco,TOTAL,over,2.5,1.6,0.6712,0.625,3.33,win,0.6000000000000001,0.364,pinnacle
ligue1,2022,2022-09-17,Strasbourg @ Montpellier,1X2,montpellier,,2.51,0.4329,0.3984,3.9,win,1.5099999999999998,0.364,pinnacle
ligue1,2022,2022-09-17,Toulouse @ Lille,1X2,toulouse,,4.86,0.3363,0.2058,28.56,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-09-17,Toulouse @ Lille,TOTAL,over,2.5,1.68,0.6536,0.5952,4.41,win,0.6799999999999999,0.364,pinnacle
ligue1,2022,2022-09-18,Monaco @ Reims,1X2,reims,,3.23,0.3555,0.3096,6.67,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-09-18,Monaco @ Reims,TOTAL,over,2.5,1.75,0.6311,0.5714,4.7,win,0.75,0.364,pinnacle
ligue1,2022,2022-09-18,Ajaccio @ Brest,1X2,ajaccio,,4.23,0.32,0.2364,15.92,win,3.2300000000000004,0.334,pinnacle
ligue1,2022,2022-09-18,Troyes @ Clermont,1X2,troyes,,3.3,0.3549,0.303,7.71,win,2.3,0.334,pinnacle
ligue1,2022,2022-09-18,Troyes @ Clermont,TOTAL,over,2.5,1.98,0.5894,0.5051,7.52,win,0.98,0.334,pinnacle
ligue1,2022,2022-09-18,Rennes @ Marseille,TOTAL,under,2.5,2.09,0.5899,0.4785,10.48,win,1.0899999999999999,0.364,pinnacle
ligue1,2022,2022-09-18,Angers @ Nice,1X2,draw,,4.13,0.2775,0.2421,6.57,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-09-18,Angers @ Nice,1X2,angers,,5.55,0.2898,0.1802,27.38,win,4.55,0.364,pinnacle
ligue1,2022,2022-09-18,Angers @ Nice,TOTAL,under,2.5,2.0,0.5381,0.5,3.43,win,1.0,0.364,pinnacle
ligue1,2022,2022-09-18,Lens @ Nantes,1X2,lens,,2.03,0.582,0.4926,8.16,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-01,Rennes @ Strasbourg,1X2,rennes,,2.21,0.5141,0.4525,6.13,win,1.21,0.364,pinnacle
ligue1,2022,2022-10-01,Rennes @ Strasbourg,TOTAL,under,2.5,1.98,0.6146,0.5051,9.76,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-02,Lille @ Lorient,1X2,lorient,,3.12,0.433,0.3205,15.79,win,2.12,0.364,pinnacle
ligue1,2022,2022-10-02,Brest @ Auxerre,1X2,auxerre,,3.19,0.3372,0.3135,3.41,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-10-02,Brest @ Auxerre,TOTAL,over,2.5,1.86,0.5864,0.5376,4.08,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-10-02,Montpellier @ Toulouse,TOTAL,over,2.5,1.7,0.6906,0.5882,7.83,win,0.7,0.334,pinnacle
ligue1,2022,2022-10-02,Reims @ Troyes,1X2,troyes,,2.8,0.4332,0.3571,9.59,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-10-02,Nantes @ Monaco,1X2,draw,,5.22,0.27,0.1916,18.42,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-02,Nantes @ Monaco,TOTAL,under,2.5,2.33,0.4959,0.4292,6.99,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-07,Toulouse @ Lyon,1X2,draw,,5.24,0.2468,0.1908,13.2,win,4.24,0.364,pinnacle
ligue1,2022,2022-10-08,Ajaccio @ Marseille,TOTAL,under,2.5,1.99,0.5859,0.5025,7.47,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-10-09,Monaco @ Montpellier,1X2,montpellier,,4.31,0.347,0.232,22.3,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-09,Strasbourg @ Angers,1X2,strasbourg,,2.76,0.4328,0.3623,8.75,win,1.7599999999999998,0.364,pinnacle
ligue1,2022,2022-10-09,Auxerre @ Clermont,TOTAL,over,2.5,2.08,0.5653,0.4808,7.92,win,1.08,0.334,pinnacle
ligue1,2022,2022-10-09,Nantes @ Rennes,1X2,draw,,4.6,0.2543,0.2174,7.64,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-09,Nantes @ Rennes,TOTAL,under,2.5,2.27,0.5144,0.4405,7.55,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-14,Lille @ Strasbourg,TOTAL,over,2.5,2.03,0.5621,0.4926,6.35,win,1.0299999999999998,0.364,pinnacle
ligue1,2022,2022-10-15,Reims @ Lorient,TOTAL,over,2.5,1.89,0.656,0.5291,10.8,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-15,Montpellier @ Lens,1X2,draw,,4.87,0.2321,0.2053,5.86,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-16,Angers @ Toulouse,1X2,angers,,4.22,0.2735,0.237,6.94,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-10-16,Angers @ Toulouse,TOTAL,over,2.5,1.75,0.6128,0.5714,3.26,win,0.75,0.334,pinnacle
ligue1,2022,2022-10-16,Brest @ Nantes,1X2,brest,,3.48,0.3686,0.2874,12.72,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-16,Brest @ Nantes,TOTAL,over,2.5,2.12,0.505,0.4717,3.17,win,1.12,0.364,pinnacle
ligue1,2022,2022-10-16,Lyon @ Rennes,TOTAL,under,2.5,2.22,0.4924,0.4505,4.19,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-16,Ajaccio @ Troyes,1X2,troyes,,2.33,0.4628,0.4292,3.52,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-10-16,Clermont @ Monaco,1X2,draw,,5.5,0.2472,0.1818,16.17,win,4.5,0.334,pinnacle
ligue1,2022,2022-10-16,Marseille @ Paris SG,1X2,draw,,5.22,0.2936,0.1916,23.96,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-21,Paris SG @ Ajaccio,TOTAL,under,2.5,2.2,0.4951,0.4545,4.02,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-10-22,Lyon @ Montpellier,1X2,montpellier,,3.72,0.3174,0.2688,8.13,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-22,Lyon @ Montpellier,TOTAL,over,2.5,1.61,0.7012,0.6211,5.81,win,0.6100000000000001,0.364,pinnacle
ligue1,2022,2022-10-22,Lens @ Marseille,1X2,draw,,3.46,0.3268,0.289,5.89,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-22,Lens @ Marseille,1X2,lens,,3.43,0.3244,0.2915,5.06,win,2.43,0.364,pinnacle
ligue1,2022,2022-10-23,Rennes @ Angers,TOTAL,over,2.5,1.74,0.6834,0.5747,8.51,win,0.74,0.364,pinnacle
ligue1,2022,2022-10-23,Brest @ Clermont,1X2,clermont foot,,2.17,0.5099,0.4608,4.79,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-10-23,Brest @ Clermont,TOTAL,over,2.5,2.03,0.5662,0.4926,6.72,win,1.0299999999999998,0.334,pinnacle
ligue1,2022,2022-10-23,Auxerre @ Reims,1X2,auxerre,,4.45,0.3282,0.2247,20.72,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-10-23,Nantes @ Nice,1X2,nantes,,3.86,0.3499,0.2591,15.78,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-23,Monaco @ Lille,1X2,monaco,,2.66,0.4413,0.3759,7.82,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-23,Monaco @ Lille,TOTAL,over,2.5,1.69,0.6588,0.5917,5.1,win,0.69,0.364,pinnacle
ligue1,2022,2022-10-29,Marseille @ Strasbourg,1X2,marseille,,2.11,0.6071,0.4739,12.65,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-29,Marseille @ Strasbourg,TOTAL,under,2.5,1.99,0.5779,0.5025,6.75,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-30,Reims @ Brest,1X2,reims,,2.62,0.4311,0.3817,5.83,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-30,Reims @ Brest,TOTAL,over,2.5,1.94,0.5681,0.5155,4.59,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-30,Montpellier @ Rennes,1X2,draw,,5.71,0.2081,0.1751,8.46,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-30,Nice @ Lorient,1X2,lorient,,2.8,0.4853,0.3571,16.15,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-30,Lille @ Lyon,1X2,lille,,3.85,0.3699,0.2597,19.09,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-10-30,Lille @ Lyon,TOTAL,over,2.5,1.62,0.6881,0.6173,5.16,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-11-04,Auxerre @ Troyes,1X2,troyes,,2.1,0.5123,0.4762,3.41,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-11-05,Strasbourg @ Ajaccio,1X2,strasbourg,,2.64,0.4175,0.3788,4.6,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-11-06,Paris SG @ Lorient,1X2,draw,,5.75,0.1964,0.1739,5.82,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-11-06,Montpellier @ Clermont,TOTAL,over,2.5,1.85,0.6489,0.5405,9.02,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-11-06,Brest @ Nice,1X2,brest,,4.49,0.2717,0.2227,9.91,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-11-06,Brest @ Nice,TOTAL,under,2.5,1.93,0.5571,0.5181,3.39,win,0.9299999999999999,0.364,pinnacle
ligue1,2022,2022-11-06,Nantes @ Reims,1X2,nantes,,3.51,0.3571,0.2849,11.41,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-11-06,Monaco @ Toulouse,1X2,monaco,,2.19,0.5031,0.4566,4.58,win,1.19,0.334,pinnacle
ligue1,2022,2022-11-06,Rennes @ Lille,TOTAL,over,2.5,1.75,0.6496,0.5714,6.16,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-11-06,Lyon @ Marseille,TOTAL,under,2.5,2.15,0.5486,0.4651,8.08,win,1.15,0.364,pinnacle
ligue1,2022,2022-11-11,Nice @ Lyon,1X2,draw,,3.82,0.2941,0.2618,5.56,win,2.82,0.364,pinnacle
ligue1,2022,2022-11-11,Nice @ Lyon,1X2,nice,,4.92,0.2764,0.2033,16.19,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-11-11,Nice @ Lyon,TOTAL,under,2.5,2.09,0.6026,0.4785,11.67,win,1.0899999999999999,0.364,pinnacle
ligue1,2022,2022-11-12,Clermont @ Lens,1X2,draw,,4.55,0.249,0.2198,5.98,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-11-13,Troyes @ Brest,TOTAL,over,2.5,1.74,0.6694,0.5747,7.42,win,0.74,0.334,pinnacle
ligue1,2022,2022-11-13,Angers @ Lille,1X2,draw,,5.96,0.1948,0.1678,7.23,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-11-13,Angers @ Lille,TOTAL,over,2.5,1.63,0.7078,0.6135,6.92,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-11-13,Reims @ Montpellier,1X2,montpellier,,2.97,0.4041,0.3367,9.01,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-11-13,Reims @ Montpellier,TOTAL,over,2.5,1.85,0.5811,0.5405,3.37,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-11-13,Ajaccio @ Nantes,1X2,ajaccio,,3.91,0.3072,0.2558,9.05,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-11-13,Lorient @ Strasbourg,TOTAL,over,2.5,1.81,0.6056,0.5525,4.33,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-11-13,Marseille @ Monaco,1X2,marseille,,3.03,0.4319,0.33,13.89,win,2.03,0.364,pinnacle
ligue1,2022,2022-11-13,Marseille @ Monaco,TOTAL,under,2.5,2.23,0.5313,0.4484,8.31,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-12-28,Angers @ Ajaccio,TOTAL,over,2.5,2.27,0.4958,0.4405,5.64,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-12-28,Nantes @ Troyes,1X2,troyes,,2.75,0.4439,0.3636,9.93,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-12-28,Nantes @ Troyes,TOTAL,over,2.5,1.85,0.6419,0.5405,8.44,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-12-28,Monaco @ Auxerre,TOTAL,over,2.5,1.76,0.6359,0.5682,5.36,win,0.76,0.334,pinnacle
ligue1,2022,2022-12-28,Lille @ Clermont,1X2,clermont foot,,4.61,0.3108,0.2169,19.47,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-12-28,Lille @ Clermont,TOTAL,over,2.5,1.88,0.5994,0.5319,5.71,lose,-1.0,0.334,pinnacle
ligue1,2022,2022-12-28,Lyon @ Brest,1X2,lyon,,2.26,0.53,0.4425,8.9,win,1.2599999999999998,0.364,pinnacle
ligue1,2022,2022-12-29,Montpellier @ Lorient,1X2,montpellier,,4.37,0.2751,0.2288,9.1,win,3.37,0.364,pinnacle
ligue1,2022,2022-12-29,Montpellier @ Lorient,TOTAL,over,2.5,1.79,0.6813,0.5587,9.88,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-12-29,Toulouse @ Marseille,1X2,draw,,5.32,0.2246,0.188,8.76,lose,-1.0,0.364,pinnacle
ligue1,2022,2022-12-29,Lens @ Nice,TOTAL,under,2.5,1.72,0.6881,0.5814,8.26,win,0.72,0.364,pinnacle
ligue1,2022,2023-01-01,Lorient @ Angers,TOTAL,over,2.5,1.92,0.5734,0.5208,4.54,win,0.9199999999999999,0.364,pinnacle
ligue1,2022,2023-01-01,Auxerre @ Nantes,1X2,auxerre,,4.79,0.2651,0.2088,12.14,lose,-1.0,0.334,pinnacle
ligue1,2022,2023-01-01,Ajaccio @ Toulouse,1X2,ajaccio,,3.8,0.3702,0.2632,18.31,lose,-1.0,0.334,pinnacle
ligue1,2022,2023-01-01,Clermont @ Lyon,1X2,clermont foot,,5.85,0.2297,0.1709,15.48,win,4.85,0.334,pinnacle
ligue1,2022,2023-01-01,Paris SG @ Lens,1X2,draw,,3.58,0.3182,0.2793,6.26,lose,-1.0,0.364,pinnacle
ligue1,2022,2023-01-02,Troyes @ Strasbourg,TOTAL,over,2.5,1.88,0.6332,0.5319,8.57,win,0.8799999999999999,0.334,pinnacle
ligue1,2022,2023-01-02,Reims @ Lille,1X2,reims,,5.76,0.2641,0.1736,23.45,lose,-1.0,0.364,pinnacle
ligue1,2022,2023-01-02,Nice @ Rennes,TOTAL,under,2.5,2.02,0.5894,0.495,8.58,lose,-1.0,0.364,pinnacle
ligue1,2022,2023-01-11,Toulouse @ Auxerre,1X2,toulouse,,2.49,0.4489,0.4016,5.3,win,1.4900000000000002,0.334,pinnacle
ligue1,2022,2023-01-11,Toulouse @ Auxerre,TOTAL,over,2.5,1.9,0.5893,0.5263,5.39,win,0.8999999999999999,0.334,pinnacle
